ID;PART;Population;POP2;Year;Latitude;Longitude;B1;B2;B3;S1U;S1V;S1B;S1G;S1Y;S1R;S2;S3;S4;S5;S6;S7;S8;S9;S10;H1;H2;H3;H4;H5
92;Coverts;1;EAST;1908;31,96;-81,133;5428,01859;13,53620596;21,72553922;0,184516075;0,206943985;0,17744294;0,360648458;0,282405768;0,285645394;3,807675786;0,378217698;0,22370195;1312,19246;16,01981729;-0,328641756;1,183479133;0,518166876;0,26474659;561;477;502;0,877859068;499
93;Coverts;1;EAST;1889;32,7997;-79,828;5080,75702;12,67021701;20,83327468;0,18196314;0,205124223;0,195904842;0,367201248;0,273527541;0,263349199;3,716430276;0,382513779;0,228290598;1170,49633;15,22755276;0,814123732;1,201838354;0,422042733;0,274368397;552;479;664;1,044173676;497
94;Coverts;1;EAST;1889;32,8199;-79,814;4768,736197;11,89211022;20,43251701;0,181664426;0,204561964;0,190348101;0,376894362;0,270046658;0,25966566;4,103825789;0,380490928;0,170417854;1158,382466;15,45362218;0,714135849;1,29948528;0,475557736;0,221455492;540;479;645;1,058329361;499
95;Coverts;1;EAST;1895;32,785;-80,004;4932,423376;12,30030767;19,24749263;0,201056841;0,226416715;0,197447196;0,339182389;0,272741413;0,270322182;3,272936611;0,357762207;0,166986028;928,2476328;13,36669049;-0,252860279;1,086695621;0,401570804;0,181462985;570;608;502;0,900509798;498
96;Coverts;0;WEST;1890;30,3488;-90,044;5532,852891;13,79763813;24,90657005;0,174437456;0,198548464;0,201317922;0,387980577;0,269259663;0,245258044;4,806150802;0,375482697;0,334313272;1400,482154;19,72434188;0,651532304;1,429544803;0,424996237;0,4779158;529;476;629;1,176846226;498
97;Coverts;1;EAST;1908;31,9535;-81,062;5945,196036;14,82592528;27,11016618;0,178162994;0,19617306;0,165412257;0,400781789;0,290964474;0,264083592;4,528396023;0,416113428;0,198937194;1655,292022;21,12346227;0,683560769;1,424765192;0,489906043;0,283438789;552;579;639;1,010472989;500
98;Coverts;1;EAST;1905;32,0313;-81,105;5076,905454;12,6606121;21,281079;0,189787971;0,216050385;0,231006621;0,343739569;0,233124538;0,244084467;3,438502018;0,341428296;0,292700617;955,1198681;15,09202374;0,52544358;1,192045346;0,335379211;0,348912409;518;476;607;1,220949305;499
99;Coverts;1;EAST;1896;32,8181;-79,852;5084,416701;12,67934339;20,56373412;0,204304323;0,228864522;0,19023108;0,35308206;0,272693539;0,260460491;3,582031503;0,368868294;0,181851852;1000,32532;14,82293198;0,78895356;1,169061482;0,417637985;0,212595995;559;606;659;0,946208589;495
100;Coverts;0;WEST;1939;29,9239;-91,768;5373,836096;13,40108752;22,65467054;0,198501621;0,220570929;0,183042277;0,369725515;0,265404555;0,257113918;3,462667299;0,356204624;0,216847104;1197,485865;16,11212152;0,662970753;1,202299552;0,474293039;0,260715175;533;480;635;0,990113434;501
101;Coverts;0;WEST;1956;34,5625;-92,579;6004,174447;14,97300361;24,55074291;0,195605074;0,217558301;0,174548233;0,367275016;0,278468827;0,270882482;3,629374147;0,382957805;0,317843958;1397,332334;17,78628659;0,871621114;1,187890356;0,527428801;0,377563772;555;478;676;0,90742585;499
102;Coverts;0;WEST;1942;29,7946;-93,219;5920,118002;14,76338654;26,05179786;0,191191431;0,210818201;0,166671617;0,38929147;0,283863674;0,261230479;4,197811517;0,376973009;0,262021659;1508,022476;19,84575508;0,707819067;1,344254926;0,521955796;0,352223906;537;478;643;0,975719;500
103;Coverts;0;WEST;1942;30,3705;-91,182;5632,310233;14,04566143;24,22862745;0,175384682;0,194706826;0,165498321;0,383756665;0,289406479;0,283742353;4,679627895;0,400822008;0,207797798;1552,840506;19,05115865;-0,374101448;1,356373193;0,574090665;0,281851363;558;606;502;0,922529569;501
104;Coverts;0;WEST;1942;29,7925;-93,224;5532,05994;13,7956607;24,27164223;0,183423742;0,203957392;0,173608018;0,391252638;0,288614414;0,260264348;4,305414906;0,407306325;0,251880261;1438,137291;18,63417342;0,712057368;1,350727147;0,480156458;0,340221506;553;477;643;1,01915814;501
105;Coverts;1;EAST;1945;28,9394;-80,919;5285,341779;13,18040344;22,52893411;0,211580126;0,236570138;0,201809521;0,36153848;0,248711901;0,233611278;3,743722426;0,363203177;0,332322882;996,5539377;16,51114445;0,585490224;1,252704026;0,392089024;0,416302212;534;477;614;1,122087957;498
106;Coverts;1;EAST;1996;29,6075;-82,302;5283,64982;13,17618409;24,00338221;0,19843226;0,216190626;0,142202105;0,400622972;0,299139559;0,266988646;4,890463885;0,413844501;0,221612304;1436,219202;19,0951807;0,723268879;1,449219332;0,583799701;0,321164835;553;477;646;0,88924126;501
107;Coverts;0;WEST;1942;30,3676;-91,189;5470,459004;13,6420424;23,74616279;0,191174523;0,211982168;0,168528385;0,382562964;0,277121638;0,266081176;3,742074278;0,369561981;0,277887556;1374,102381;17,40044087;0,689920869;1,275501157;0,538887767;0,354445899;536;477;642;0,953732911;501
108;Coverts;1;EAST;1869;32,4559;-80,641;4364,784494;10,88474936;17,58699612;0,204528528;0,228302796;0,184757433;0,358158228;0,262075589;0,26081147;3,097951179;0,348716829;0,192389062;906,634228;11,9100196;0,709309462;1,094193279;0,505109644;0,210510818;535;478;645;0,938627235;501
109;Coverts;1;EAST;1898;32,8149;-79,977;4978,160865;12,41436625;20,76;0,206075643;0,230190155;0,198672419;0,356483069;0,250300025;0,247152681;3,607739393;0,355841466;0,243865147;966,8460093;15,0057041;0,624859267;1,208737023;0,430204423;0,294768832;535;479;626;1,047263372;497
110;Coverts;0;WEST;1917;29,8001;-93,328;5253,593994;13,1012319;20,28805233;0,196097964;0,222310631;0,224885455;0,337458227;0,24097053;0,249859079;3,119254267;0,34514592;0,317008628;925,1104648;13,78391685;0,853908122;1,052108455;0,337030388;0,333527458;535;478;672;1,140873885;498
111;Coverts;1;EAST;1903;31,9844;-81,101;4564,69704;11,38328439;18,20440546;0,192861722;0,217968479;0,194188694;0,359585701;0,266548916;0,261819542;3,627058185;0,370488373;0,214112061;981,7881063;13,1853502;0,869564277;1,158308072;0,488830995;0,248007728;546;481;675;1,003026597;501
112;Coverts;1;EAST;1903;33,3516;-82,073;4739,928587;11,82027079;21,72910853;0,186559112;0,207066766;0,170607172;0,396499935;0,279789368;0,25494057;4,367026304;0,384819903;0,174140551;1247,608829;16,7533866;0,643476146;1,417343723;0,533227431;0,246817017;535;479;630;1,033179741;501
113;Coverts;1;EAST;1880;30,7431;-81,547;4499,601656;11,22095176;21,51938164;0,211082263;0,234723738;0,194050003;0,375232236;0,24302839;0,228455935;4,026632297;0,368014236;0,224159378;933,3873308;16,17511873;0,477335703;1,441510406;0,479076681;0,323128076;526;539;593;1,135420231;501
114;Coverts;1;EAST;1877;30,7422;-81,549;5177,364765;12,91113408;23,29777126;0,197767912;0,217449739;0,162310387;0,392742102;0,29146979;0,255453451;4,329666109;0,408807547;0,205180626;1296,99991;17,91680869;0,681721774;1,387702164;0,515718398;0,284729598;555;478;636;0,973302889;500
115;Coverts;1;EAST;1877;30,7432;-81,55;5732,610926;14,29578785;26,23694849;0,200398116;0,220284599;0,165545609;0,396368997;0,278574426;0,246248054;4,254145703;0,391365935;0,221006648;1430,194813;20,06956488;0,624310827;1,403879597;0,530016403;0,310266723;538;480;624;1,017802463;500
116;Coverts;1;EAST;1877;30,7369;-81,537;5015,786121;12,50819482;21,50488372;0,20168461;0,224549531;0,165780285;0,382956531;0,277120665;0,258222263;4,730760811;0,363042338;0,200187793;1213,320916;16,95912785;0,761112347;1,355841359;0,593764364;0,27142289;533;448;653;0,944950971;499
117;Coverts;1;EAST;1877;30,7436;-81,548;4959,629123;12,36815243;20,61837707;0,206025974;0,230440533;0,200580382;0,358522719;0,25120443;0,243301609;3,581153066;0,362885547;0,225433151;963,3713223;14,86090826;0,626871976;1,201546338;0,425658196;0,270868377;537;476;625;1,0774111;498
118;Coverts;1;EAST;1877;30,7305;-81,518;4572,876852;11,40368292;20,12634409;0,182411748;0,202106124;0,166585605;0,395048682;0,294248103;0,26451104;4,336674514;0,408474911;0,193048433;1229,47856;15,48538152;0,74285663;1,357928103;0,499569247;0,262145892;551;483;649;0,990656172;502
119;Coverts;1;EAST;1883;32,8359;-79,996;4832,986001;12,05233417;21,50348882;0,198749765;0,221272376;0,173066316;0,386303771;0,271259418;0,250555858;4,338838806;0,38603912;0,218760563;1165,271257;16,54744188;0,641680452;1,372965738;0,568709521;0,300350758;539;448;629;1,012530363;500
120;Coverts;1;EAST;1885;32,7887;-79,98;4911,183947;12,24734151;21,61244186;0,187218658;0,208524009;0,17829128;0,38800078;0,279275741;0,255134196;4,21099094;0,377209502;0,316013527;1233,687117;16,48005327;0,688362288;1,345602493;0,477113213;0,42522859;535;478;638;1,039188862;501
121;Coverts;1;EAST;1885;32,8271;-80,037;5573,271409;13,89843244;22,16465483;0,197005828;0,22187967;0,185029568;0,345415998;0,280073367;0,280569442;3,63903708;0,366705159;0,234575347;1162,472349;16,07385269;-0,268750699;1,156522706;0,463271512;0,271291716;571;478;505;0,842951827;496
122;Coverts;1;EAST;1889;32,8365;-79,868;4763,640347;11,87940236;19,34069404;0,211652748;0,23607361;0,184345537;0,356576283;0,27013162;0,255547966;3,785452646;0,372314437;0,232226863;930,7901944;14,23147835;-0,797853614;1,197996155;0,466952245;0,278206889;560;478;352;0,931706521;498
123;Coverts;0;WEST;1910;30,8612;-96,946;4307,43285;10,7417278;19,03826511;0,200554068;0,22250184;0,15627017;0,390808804;0,283864231;0,260934964;5,276840766;0,397645655;0,217661972;1096,138525;15,43037434;0,76141742;1,436489047;0,637404462;0,312669038;546;448;653;0,925482786;501
124;Coverts;1;EAST;1902;32,8176;-79,878;5188,530907;12,93897982;23,4020354;0,182932452;0,203381617;0,140067974;0,404216505;0,311302336;0,28149762;6,643045438;0,422630141;0,231549296;1547,153813;19,8792482;0,862336083;1,536384513;0,696052569;0,355748752;567;448;673;0,880218411;501
125;Coverts;0;WEST;1910;30,0511;-99,131;5119,873847;12,7677652;21,27436578;0,188813718;0,211936531;0,161366673;0,375011391;0,293235114;0,283391063;4,513098678;0,393541028;0,298676056;1325,6719;16,56045029;0,997442262;1,2970516;0,616461208;0,387398257;568;448;700;0,856911497;498
126;Coverts;0;WEST;1910;30,0317;-99,127;5282,61005;13,17359115;22,02831858;0,18043962;0,202181321;0,166285097;0,37504461;0,294685922;0,286672012;4,041417461;0,393692424;0,21957265;1392,935135;16,57767687;0,981747557;1,25840226;0,554083283;0,276310718;570;479;697;0,882318233;498
127;Coverts;1;EAST;1903;30,729;-81,543;5752,920447;14,34643503;21,64625969;0,191262568;0,221700865;0,251787276;0,33439513;0,239833549;0,231072242;3,849901462;0,343070429;0,24351377;949,2847324;16,02371067;0,750564851;1,116912365;0,134123448;0,271983541;532;481;646;1,39867489;496
128;Coverts;0;WEST;1920;32,2921;-106,747;5971,87859;14,89246531;26,10004888;0,169201776;0,188821728;0,163390653;0,393083342;0,298028349;0,282877626;4,551697288;0,407750516;0,282093073;1726,774059;20,3659134;0,881385985;1,367531364;0,555208064;0,385771125;553;478;678;0,948484705;501
129;Coverts;0;WEST;1920;32,0353;-106,619;5555,433182;13,85394808;23,14333333;0,169835379;0,189788782;0,162237877;0,365694578;0,303296926;0,310491811;4,261620369;0,393954733;0,178942901;1553,498478;17,71269162;-0,369093154;1,278530244;0,550201867;0,228783911;575;477;505;0,803294631;497
130;Coverts;1;EAST;1885;32,8199;-80,007;4978,165103;12,41437682;20,79716085;0,176389525;0,200279468;0,197270119;0,371713481;0,269515705;0,263315764;4,333594787;0,366896243;0,354982113;1206,125185;15,99810559;0,909278959;1,288675689;0,480316613;0,457456819;535;478;683;1,067951788;496
131;Coverts;0;WEST;1981;30,5866;-91,162;5164,38078;12,87875506;22,26611594;0,205725719;0,228113985;0,191867055;0,369440745;0,255543631;0,241461959;3,638529779;0,361164729;0,376138198;1073,880147;16,1465794;0,582699667;1,253737595;0,416306759;0,4715786;531;478;616;1,070946886;499
132;Coverts;0;WEST;1982;29,7557;-93,617;5723,133746;14,27215398;24,51344928;0,207853845;0,23213799;0,215623391;0,357824582;0,242367169;0,227258497;3,85652091;0,359150974;0,372222222;1048,307188;18,15708564;0,575525706;1,272203598;0,296149622;0,47354245;528;479;610;1,220559347;500
133;Coverts;0;WEST;1983;30,7684;-91,383;5895,521156;14,70204777;26,57443793;0,194810339;0,214097772;0,150827616;0,402858341;0,301494069;0,260018622;4,65869795;0,419014709;0,221625227;1590,503287;20,87017502;0,721264416;1,419542049;0,555984428;0,314606328;555;478;643;0,945874291;499
134;Coverts;0;WEST;1984;29,7892;-93,339;6453,423561;16,09332559;26,34923304;0,1850863;0,205576608;0,174324626;0,365904441;0,291912876;0,28298442;3,88849511;0,386048352;0,271899335;1581,784774;19,57302983;0,911542245;1,216220335;0,44156889;0,3306895;569;479;683;0,883901232;500
135;Coverts;0;WEST;1988;30,3657;-91,157;6051,495684;15,09101168;23,25995141;0,196891788;0,220841164;0,200104212;0,347768507;0,259390614;0,263460657;3,220391403;0,354463373;0,282402659;1200,852775;16,03724196;-0,278788684;1,06270158;0,400169411;0,300109752;543;479;499;0,982177645;497
136;Coverts;0;WEST;1988;30,4028;-91,101;6258,233932;15,60656841;28,12036168;0,184749149;0,206390988;0,157942625;0,400642273;0,308301084;0,265350058;5,487653763;0,416285017;0,249667616;1715,349358;22,99606578;0,769450106;1,473486367;0,520251564;0,367881829;555;479;652;0,965160915;500
137;Coverts;0;WEST;1995;26,2949;-98,161;5314,105821;13,25213422;24,70546512;0,209149775;0,231187414;0,177775844;0,393524222;0,268489226;0,228278731;4,774208481;0,386982411;0,319981007;1210,791332;19,53068793;-0,304198322;1,473776798;0,460508591;0,471580583;534;479;500;1,106560422;497
138;Coverts;0;WEST;1998;28,6289;-98,566;5357,31869;13,35989698;21,58234496;0,218329459;0,243667773;0,191448611;0,347823923;0,24718058;0,250643749;3,210214131;0,335442057;0,208842701;964,2764401;14,85932149;0,650047639;1,112233238;0,494748794;0,232281793;530;478;632;0,942642258;498
139;Coverts;0;WEST;1998;29,5176;-100,409;4907,350485;12,23778176;19,1691376;0,227632617;0,255921492;0,153438056;0,359529614;0,271457713;0,268047925;9,377385805;0,321316952;0,487359551;1052,589767;17,1249498;-0,907386249;1,399350809;0,775366133;0,681986981;530;444;327;0,727613708;500
140;Coverts;0;WEST;1995;29,7684;-93,022;5729,030514;14,28685914;23,83716085;0,211548756;0,234830502;0,193640308;0,364477864;0,25868187;0,238758935;3,794950689;0,360888398;0,365213675;1114,026038;17,55587743;0,660119017;1,228812944;0,361465642;0,448779291;535;479;629;1,06590116;501
141;Coverts;0;WEST;2003;30,4668;-91,71;5267,803365;13,13666675;21,09874878;0,209734796;0,234030655;0,177066607;0,357440015;0,276791022;0,263967476;3,422645511;0,373973467;0,175688623;1085,567184;14,93429245;0,812231447;1,136840322;0,479871062;0,19972991;560;608;663;0,87322489;498
142;Coverts;0;WEST;2007;30,6053;-104,583;5497,505385;13,70948974;22,74333333;0,215453409;0,241480148;0,175842721;0,367921052;0,267686776;0,249242326;4,291445864;0,35826448;0,272566334;1124,943408;17,44364319;-0,729084909;1,272377275;0,564244771;0,34680721;537;447;365;0,944516112;500
143;Coverts;0;WEST;2008;30,7672;-91,391;4889,929985;12,19433912;21,41448378;0,208107936;0,228848899;0,145224458;0,375629818;0,302152375;0,279057133;4,468422292;0,397517047;0,197197197;1205,973595;16,62208002;0,801360591;1,363098062;0,590416765;0,268799117;568;606;662;0,770656551;500
144;Coverts;0;WEST;2015;31,0969;-92,627;5305,384695;13,23038577;22,08480276;0,209478872;0,231412953;0,154741326;0,352434562;0,297115566;0,291314439;3,655808773;0,382686982;0,174604052;1222,547238;16,04378581;-0,266865422;1,212646864;0,528893478;0,211733055;577;394;512;0,683494681;502
145;Coverts;0;WEST;2016;31,1792;-91,633;5202,257574;12,97321091;20,42680233;0,213772638;0,239378392;0,190605318;0,348839798;0,25285764;0,255121922;3,120404557;0,340623849;0,195046816;971,8316653;13,88059912;0,757605645;1,069943225;0,476415041;0,20868902;534;445;653;0,932926309;501
146;Coverts;0;WEST;2017;29,5774;-102,942;5159,109827;12,86561054;21,3702071;0,218530731;0,243108997;0,143922328;0,358587856;0,294922925;0,287232793;5,652511067;0,384136839;0,297977528;1214,918426;17,58954982;-0,82923314;1,367175679;0,676748733;0,407387629;577;445;344;0,657798821;500
147;Coverts;0;WEST;2017;29,5774;-102,942;5225,940208;13,03226984;22,60748299;0,21422978;0,235336994;0,167550307;0,38124186;0,273447423;0,245313108;3,845620646;0,37818456;0,289987239;1150,882987;16,72872243;0,658535971;1,283638432;0,47567392;0,372238765;540;478;630;0,964538436;500
148;Coverts;0;WEST;1944;30,4403;-91,165;5435,782903;13,55556834;21,41033138;0,181339937;0,20447889;0,194121137;0,357598684;0,266807639;0,275264677;3,546337216;0,365018664;0,311551304;1250,938504;15,37302301;-0,323018242;1,134074398;0,476505371;0,353322357;544;478;499;0,975217985;500
149;Coverts;0;WEST;1945;30,4639;-91,141;5538,591698;13,81194937;20,93221896;0,157089272;0,183235693;0,232292234;0,345124358;0,262178244;0,273919848;4,026406687;0,361768374;0,259348075;1234,98965;15,73348456;-0,412685396;1,139121216;0,344253445;0,295428894;555;478;475;1,152713232;496
150;Coverts;0;WEST;1945;32,3219;-90,859;4846,380758;12,08573755;21,22877451;0,186512981;0,209582749;0,160929688;0,387388676;0,297122318;0,273717083;5,028300029;0,404906262;0,263918026;1288,179131;17,00691535;0,823281623;1,407188869;0,629900335;0,371382509;562;478;666;0,920618123;495
151;Coverts;0;WEST;1943;32,308;-90,879;6043,798709;15,07181723;28,92788144;0,18577356;0,20414767;0,153506752;0,414578887;0,292910448;0,254674151;5,04610982;0,407102243;0,261286233;1732,683536;23,19517199;0,610886574;1,538976464;0,590621559;0,402113363;539;478;624;1,015016362;500
152;Coverts;0;WEST;1944;32,3046;-90,872;5708,075415;14,23460203;23,25672498;0,191075342;0,217076706;0,198475125;0,362616512;0,261988318;0,256411771;4,43614831;0,362647588;0,300992672;1238,172075;18,01417596;0,869040357;1,265520168;0,499892144;0,380912297;537;478;675;1,053919403;495
153;Coverts;0;WEST;1944;30,4434;-91,348;4821,434718;12,02352798;21,16472303;0,161274345;0,185419305;0,197000373;0,386494217;0,275064562;0,264111674;5,14300982;0,389470026;0,209249763;1310,532537;17,04948239;0,860857491;1,418009957;0,52489568;0,296718247;538;480;674;1,11436707;498
154;Coverts;0;WEST;1950;31,1173;-97,679;5359,883557;13,36629316;19,97511628;0,206295592;0,236759603;0,232196239;0,324349521;0,230950145;0,245582432;3,196337669;0,331096706;0,201413858;803,0323051;13,72574016;-0,223954586;1,026892049;0,356552705;0,206830289;533;445;495;1,152210252;495
155;Coverts;0;WEST;1950;31,1146;-97,67;6146,771618;15,32860753;25,57049419;0,190047328;0,214612636;0,19216857;0,374337368;0,272946815;0,25219053;4,508894307;0,36645485;0,268691077;1405,329849;19,89937119;0,772910332;1,298185185;0,462664951;0,348810776;535;476;653;1,067459662;496
156;Coverts;0;WEST;1950;31,1081;-97,768;4969,368254;12,39243954;19,77616371;0,211064555;0,23646562;0,135616747;0,360401567;0,284816872;0,301437791;9,953501288;0,379129306;0,482397004;1299,046244;17,78930872;-0,875892469;1,435496914;0,802535975;0,69247941;572;445;335;0,637631857;503
157;Coverts;0;WEST;1950;31,1065;-97,756;5808,459531;14,48493649;23,27924731;0,178345908;0,200489885;0,18159792;0,365924911;0,277113306;0,282597759;4,113511236;0,37981922;0,329496676;1452,557488;17,62003163;-0,348035971;1,216438308;0,531368564;0,400812379;551;479;500;0,930361864;500
158;Coverts;0;WEST;1950;31,1081;-97,762;5452,594632;13,59749285;23,38387597;0,195530767;0,218914351;0,183627598;0,365441956;0,256844147;0,263958591;4,051988849;0,355504393;0,335783476;1245,483188;17,6129134;0,86135207;1,295305951;0,574073705;0,434942334;532;479;675;0,964835496;498
159;Coverts;0;WEST;1950;31,1429;-97,812;5782,163788;14,41936107;23,1095809;0,18647966;0,208618632;0,180027793;0,363973662;0,273266782;0,277930071;3,872489391;0,363191802;0,195574549;1388,372944;17,14195166;-0,334768838;1,188814926;0,536950388;0,232501943;541;481;500;0,917237327;500
160;Coverts;0;WEST;1970;31,4475;-90,837;4245,838425;10,58812575;18,06927664;0,193525714;0,215935266;0,155265389;0,385569776;0,289711601;0,274209382;5,265813376;0,399045443;0,212537453;1115,341566;14,63784538;-0,358118474;1,382477478;0,644671015;0,293828242;552;445;502;0,883256666;502
161;Coverts;0;WEST;1945;33,8341;-91,032;6091,531108;15,19085064;26,41997101;0,187860958;0,210874297;0,199205156;0,373697028;0,260205207;0,247934322;4,243461207;0,360587819;0,36702754;1395,860095;20,19392823;0,637920371;1,329348086;0,420410514;0,487907358;527;479;628;1,115650781;499
162;Coverts;0;WEST;1975;29,8922;-91,217;5548,962246;13,83781109;24,2786785;0,195623;0,215284791;0,151826571;0,383500329;0,306421218;0,277273121;4,204612808;0,40454928;0,204886049;1435,421641;18,5043826;0,780528711;1,337233359;0,526943044;0,273980459;572;602;657;0,847989225;501
163;Coverts;0;WEST;1980;29,7699;-93,701;5185,697544;12,93191408;22,88648309;0,191722602;0,212555874;0,196719968;0,371676978;0,255595784;0,248298507;3,933987914;0,366688032;0,261529531;1160,810428;17,06885386;0,569128941;1,319901583;0,388096928;0,345193243;531;476;616;1,097679129;501
164;Coverts;0;WEST;1861;27,5514;-99,456;5772,907848;14,39627892;25,07160819;0,172202513;0,194290629;0,186209426;0,386534311;0,281100733;0,263791096;4,722280967;0,390547846;0,29;1527,463506;19,7623925;0,763763225;1,372743096;0,499817319;0,398095498;541;481;654;1,060336569;499
165;Coverts;0;WEST;1989;32,7218;-99,303;4816,153858;12,01035875;19,23;0,183452256;0,20702537;0,183108;0,363937696;0,282734105;0,278030521;3,749111205;0,38144755;0,251842355;1155,066192;14,10078431;-0,333658286;1,174051884;0,499241569;0,295675992;561;481;500;0,930362257;499
166;Coverts;1;EAST;1911;32,8631;-79,765;4930,997753;12,2967525;24,37249757;0,205530265;0,22615088;0,140984109;0,426183668;0,298747543;0,236227818;9,088212392;0,413706119;0,278944321;1367,011619;21,69072733;0,664902142;1,763939489;0,670107866;0,492040904;538;447;627;1,015055497;502
167;Coverts;1;EAST;1911;32,8587;-79,768;4970,753061;12,39589292;21,80676329;0,201046516;0,224378527;0,197396931;0,368501932;0,253035541;0,241611582;3,775486056;0,360510578;0,307426401;1045,509337;16,03088093;0,565017799;1,293241321;0,427769715;0,397576525;529;479;613;1,10223002;498
168;Coverts;1;EAST;1915;32,1594;-80,76;4782,045377;11,92530019;20,90617647;0,174991558;0,195961284;0,170362115;0,38259667;0,301501168;0,280460922;4,540897001;0,401846858;0,174064577;1282,771891;16,30220143;0,836235545;1,367026504;0,517853265;0,237950891;564;479;669;0,942394487;500
169;Coverts;1;EAST;1934;33,0009;-81,316;5113,371399;12,75154962;20,11068627;0,219990379;0,247288231;0,185380336;0,339827422;0,269629626;0,262803701;3,234462127;0,356985293;0,201164319;897,9318089;13,89305704;-0,752716879;1,089519114;0,464867631;0,219172371;564;451;359;0,820128603;502
170;Coverts;1;EAST;1939;33,9271;-78,03;5199,800367;12,96708321;22,92319767;0,202589172;0,224543105;0,175422842;0,383848119;0,271435277;0,246738643;3,832590919;0,368112475;0,289753086;1208,550508;16,94207468;0,639293818;1,306544765;0,490657375;0,378575378;532;481;627;1,020693265;502
171;Coverts;1;EAST;1939;33,8654;-77,993;5215,128829;13,0053088;20,77772595;0,20100004;0,226977595;0,211183963;0,350344226;0,251272765;0,245854149;3,443272635;0,35878001;0,246562203;973,8670574;14,74343005;0,692061426;1,133647057;0,37885058;0,279514516;539;481;638;1,108694889;495
172;Coverts;1;EAST;1939;33,8619;-77,99;5307,484466;13,23562211;20,64666667;0,197649854;0,221388661;0,180640295;0,351019435;0,273897102;0,27896716;2,965123021;0,368251035;0,230826211;1160,295631;13,68349296;-0,296743179;1,033838292;0,496234971;0,238636976;564;479;502;0,848960157;500
173;Coverts;1;EAST;1940;32,2745;-80,867;4999,557885;12,4677254;20,58;0,195985976;0,219675353;0,193173476;0,365005041;0,264430555;0,254275856;3,377017149;0,367078888;0,304254511;1076,887418;14,48586453;0,678955094;1,161869071;0,446007934;0,353503906;539;481;637;1,034829023;500
174;Coverts;1;EAST;1940;32,2778;-80,857;5503,643054;13,72479565;21,82959922;0,179892416;0,202411246;0,186230254;0,359303443;0,277853413;0,282836817;3,423949283;0,376075563;0,23645774;1314,744594;15,45403772;-0,327533245;1,125994013;0,470501876;0,266249999;559;481;501;0,925729469;500
175;Coverts;0;WEST;1933;30,2455;-97,708;5626,804922;14,03193247;24,96831395;0,19094256;0,214147979;0,188103936;0,386117222;0,271631435;0,243600658;4,266228932;0,380103606;0,331367521;1346,654396;19,11576493;0,644939184;1,362304513;0,483403257;0,45142347;534;479;627;1,105996135;498
176;Mantle;1;EAST;1901;32,8415;-79,828;7983,910164;19,91000041;41,60408163;0,179348799;0,193057209;0,120755105;0,452030038;0,323757949;0,256441757;6,973545514;0,449195093;0,38764411;2695,752793;35,63809467;0,649902107;1,789959515;0,62325635;0,693867263;545;374;629;0,990699211;503
177;Mantle;1;EAST;1886;32,7974;-80,028;9900,03178;24,68835855;53,06422481;0,190151642;0,203300612;0,123035799;0,439562782;0,295623673;0,255988532;8,558745936;0,411529684;0,495300222;3203,080396;46,86422481;0,591911682;1,898231699;0,683197992;0,940194582;533;375;621;0,962035761;503
178;Mantle;1;EAST;1909;32,0041;-81,04;9553,880627;23,82513872;51,68522972;0,168258992;0,179801969;0,107202222;0,467920365;0,347964988;0,265093585;8,665087465;0,481703114;0,496391496;3515,145517;45,72046249;0,67596171;1,919000893;0,634853438;0,952575725;554;374;634;0,976155052;503
179;Mantle;1;EAST;1908;31,96;-81,133;10978,15144;27,37693626;53,83389052;0,170153631;0,184650491;0,117150113;0,435879251;0,332932099;0,285550264;7,397897029;0,455544195;0,481551984;3838,033299;46,55697245;0,781180703;1,700591038;0,681570979;0,818922988;560;393;657;0,896330291;502
180;Mantle;1;EAST;1889;32,7997;-79,828;10640,15153;26,5340437;58,96994169;0,184609002;0,197469204;0,118560803;0,466023395;0,318531165;0,239641135;9,506170074;0,444170873;0,530054795;3649,386874;52,76660836;0,615668255;1,988638028;0,651865772;1,054087122;537;373;619;1,039940015;501
181;Mantle;1;EAST;1889;32,8199;-79,814;11046,55388;27,54751592;53,83183773;0,170188621;0,184712001;0,115988183;0,431767064;0,325189977;0,290570851;6,810214707;0,444292461;0,435437707;3848,400367;45,92726496;0,806060865;1,667201685;0,704095561;0,72596248;553;375;664;0,878207346;502
182;Mantle;1;EAST;1895;32,785;-80,004;9790,800044;24,41596021;51,87369501;0,166425169;0,178435432;0,107232581;0,462406962;0,346045169;0,272614557;9,593122798;0,478645639;0,4539872;3641,853319;46,4663114;0,70757128;1,903112186;0,69623509;0,863988572;555;374;641;0,952335566;502
183;Mantle;0;WEST;1890;30,3488;-90,044;8711,184822;21,72365292;42,68135659;0,143714768;0,161494048;0,140244359;0,432265775;0,310310804;0,293116533;10,96488609;0,410849234;0,549687689;3207,119181;38,78880757;0,991921276;1,785556403;0,721888151;0,981498372;536;478;699;0,97154087;500
184;Mantle;1;EAST;1908;31,9535;-81,062;10301,51987;25,68957574;57,98663751;0,171826787;0,183142814;0,114294161;0,467680209;0,320752008;0,254729868;8,943954372;0,440850625;0,556099758;3716,686413;51,50330418;0,593977337;2,004832804;0,636602242;1,114887037;537;374;620;1,016021671;503
